,,"synergy
","antagonism
"
DOXAPRAM,LACOSAMIDE,0.0,1.0
DOXAPRAM,LAMOTRIGINE,0.0,1.0
DOXAPRAM,LEFLUNOMIDE,1.0,0.0
DOXAPRAM,LEVAMISOLE,0.0,1.0
DOXAPRAM,LEVETIRACETAM,0.0,1.0
DOXAPRAM,LEVONORGESTREL,1.0,0.0
DOXAPRAM,LIOTHYRONINE,0.0,1.0
DOXAPRAM,LITHIUM CITRATE,0.0,1.0
DOXAPRAM,LOPERAMIDE,0.0,1.0
DOXAPRAM,LUBIPROSTONE,0.0,1.0
DOXAPRAM,LUMEFANTRINE,0.0,1.0
DOXAPRAM,MAPROTILINE,1.0,0.0
DOXAPRAM,MARAVIROC,0.0,1.0
DOXAPRAM,MEBENDAZOLE,0.0,1.0
DOXAPRAM,MEBUTAMATE,0.0,1.0
DOXAPRAM,MECAMYLAMINE,0.0,1.0
DOXAPRAM,MECLOFENAMIC ACID,1.0,0.0
DOXAPRAM,MEFLOQUINE,0.0,1.0
DOXAPRAM,MEMANTINE,0.0,1.0
DOXAPRAM,MEPHENYTOIN,1.0,0.0
DOXAPRAM,MERCAPTOPURINE,0.0,1.0
DOXAPRAM,METAXALONE,0.0,1.0
DOXAPRAM,METFORMIN,0.0,1.0
DOXAPRAM,METHOTREXATE,0.0,1.0
DOXAPRAM,METHYLDOPA,0.0,1.0
DOXAPRAM,METHYLERGONOVINE,0.0,1.0
DOXAPRAM,METRONIDAZOLE,0.0,1.0
DOXAPRAM,METYROSINE,0.0,1.0
DOXAPRAM,MIGLITOL,0.0,1.0
DOXAPRAM,MIGLUSTAT,0.0,1.0
DOXAPRAM,MILRINONE,0.0,1.0
DOXAPRAM,MINOXIDIL,0.0,1.0
DOXAPRAM,MITOTANE,0.0,1.0
DOXAPRAM,MITOXANTRONE,1.0,0.0
DOXAPRAM,MYCOPHENOLIC ACID,1.0,0.0
DOXAPRAM,NABILONE,0.0,1.0
DOXAPRAM,NALTREXONE,0.0,1.0
DOXAPRAM,NATEGLINIDE,0.0,1.0
DOXAPRAM,NICLOSAMIDE,1.0,0.0
DOXAPRAM,NISOLDIPINE,0.0,1.0
DOXAPRAM,NITAZOXANIDE,0.0,1.0
DOXAPRAM,NITROSOGLUTATHIONE,0.0,1.0
DOXAPRAM,NIZATIDINE,0.0,1.0
DOXAPRAM,NORCISAPRIDE,0.0,1.0
DOXAPRAM,NOVOBIOCIN,0.0,1.0
DOXAPRAM,OLMESARTAN,0.0,1.0
DOXAPRAM,OLMESARTAN MEDOXOMIL,0.0,1.0
DOXAPRAM,ORLISTAT,0.0,1.0
DOXAPRAM,OSELTAMIVIR,0.0,1.0
DOXAPRAM,OXYPHENBUTAZONE,0.0,1.0
DOXAPRAM,OXYPHENONIUM BROMIDE,0.0,1.0
DOXAPRAM,PALONOSETRON,0.0,1.0
DOXAPRAM,PAMIDRONIC ACID,0.0,1.0
DOXAPRAM,PARGYLINE,0.0,1.0
DOXAPRAM,PAROMOMYCIN,0.0,1.0
DOXAPRAM,PAZOPANIB,0.0,1.0
DOXAPRAM,PENTAMIDINE,1.0,0.0
DOXAPRAM,PENTOLINIUM TARTRATE,0.0,1.0
DOXAPRAM,PINACIDIL,0.0,1.0
DOXAPRAM,PIPERAZINE HEXAHYDRATE,0.0,1.0
DOXAPRAM,PRAZIQUANTEL,1.0,0.0
DOXAPRAM,PREDNISOLONE,1.0,0.0
DOXAPRAM,PRIMIDONE,0.0,1.0
DOXAPRAM,PROBENECID,0.0,1.0
DOXAPRAM,PROBUCOL,0.0,1.0
DOXAPRAM,PROCARBAZINE,0.0,1.0
DOXAPRAM,PROGUANIL,0.0,1.0
DOXAPRAM,PROPYLTHIOURACIL,0.0,1.0
DOXAPRAM,PYRAZINAMIDE,1.0,0.0
DOXAPRAM,PYRAZINOIC ACID,0.0,1.0
DOXAPRAM,PYRIDOSTIGMINE BROMIDE,0.0,1.0
DOXAPRAM,PYRVINIUM CHLORIDE DIHYDRATE,1.0,0.0
DOXAPRAM,QUININE,1.0,0.0
DOXAPRAM,RANOLAZINE,1.0,0.0
DOXAPRAM,RIBAVIRIN,1.0,0.0
DOXAPRAM,RIBAVIRIN 5\'-TRIPHOSPHATE,0.0,1.0
DOXAPRAM,RIFABUTIN,0.0,1.0
DOXAPRAM,RILUZOLE,0.0,1.0
DOXAPRAM,ROSIGLITAZONE,0.0,1.0
DOXAPRAM,RUFINAMIDE,0.0,1.0
DOXAPRAM,SAXAGLIPTIN,0.0,1.0
DOXAPRAM,SILDENAFIL,0.0,1.0
DOXAPRAM,SITAGLIPTIN,1.0,0.0
DOXAPRAM,SN-38,0.0,1.0
DOXAPRAM,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,0.0,1.0
DOXAPRAM,SORAFENIB,0.0,1.0
DOXAPRAM,STANOZOLOL,0.0,1.0
DOXAPRAM,SULBACTAM,1.0,0.0
DOXAPRAM,SULFAMETER,0.0,1.0
DOXAPRAM,SUMATRIPTAN,0.0,1.0
DOXAPRAM,SUNITINIB,0.0,1.0
DOXAPRAM,TACROLIMUS,0.0,1.0
DOXAPRAM,TAMOXIFEN,1.0,0.0
DOXAPRAM,TESTOLACTONE,0.0,1.0
DOXAPRAM,TESTOSTERONE,0.0,1.0
DOXAPRAM,TETRABENAZINE,0.0,1.0
DOXAPRAM,TETRACYCLINE,0.0,1.0
DOXAPRAM,THALIDOMIDE,0.0,1.0
DOXAPRAM,THEOPHYLLINE,0.0,1.0
DOXAPRAM,THIABENDAZOLE,0.0,1.0
DOXAPRAM,THIOTEPA,0.0,1.0
DOXAPRAM,TIAGABINE,0.0,1.0
DOXAPRAM,TINIDAZOLE,0.0,1.0
DOXAPRAM,TIZOXANIDE,1.0,0.0
DOXAPRAM,TOLAZOLINE,0.0,1.0
DOXAPRAM,TOPIRAMATE,0.0,1.0
DOXAPRAM,TRANEXAMIC ACID,0.0,1.0
DOXAPRAM,TRANYLCYPROMINE,0.0,1.0
DOXAPRAM,TRAZODONE,0.0,1.0
DOXAPRAM,TRIAMTERENE,0.0,1.0
DOXAPRAM,TRIFLUOPERAZINE,0.0,1.0
DOXAPRAM,TRILOSTANE,0.0,1.0
DOXAPRAM,TRIMETHOBENZAMIDE,1.0,0.0
DOXAPRAM,TRIMETHOPRIM,0.0,1.0
DOXAPRAM,TRIOXSALEN,0.0,1.0
DOXAPRAM,ULIPRISTAL ACETATE,0.0,1.0
DOXAPRAM,VALPROIC ACID,0.0,1.0
DOXAPRAM,VARENICLINE,0.0,1.0
DOXAPRAM,VECURONIUM BROMIDE,0.0,1.0
DOXAPRAM,VINBLASTINE,0.0,1.0
DOXAPRAM,ZAFIRLUKAST,0.0,1.0
DOXAPRAM,ZALCITABINE,0.0,1.0
DOXAPRAM,ZALEPLON,0.0,1.0
DOXAPRAM,ZOLINZA,1.0,0.0
DOXAPRAM,ZONISAMIDE,0.0,1.0
DOXAZOSIN MESYLATE,TEMOZOLOMIDE,1.0,0.0
DOXERCALCIFEROL,TEMOZOLOMIDE,0.0,1.0
DOXIFLURIDINE,PANOBINOSTAT,1.0,0.0
DOXIFLURIDINE,TEMOZOLOMIDE,0.0,1.0
DOXOFYLLINE,TEMOZOLOMIDE,0.0,1.0
DOXORUBICIN,DRONEDARONE,1.0,0.0
DOXORUBICIN,DUTASTERIDE,0.0,1.0
DOXORUBICIN,EFAVIRENZ,1.0,0.0
DOXORUBICIN,EFLORNITHINE,0.0,1.0
DOXORUBICIN,ELTROMBOPAG,1.0,0.0
DOXORUBICIN,ENALAPRILAT,1.0,0.0
DOXORUBICIN,ENDOXIFEN,1.0,0.0
DOXORUBICIN,ENOXACIN,1.0,0.0
DOXORUBICIN,ENTACAPONE,0.0,1.0
DOXORUBICIN,ENTINOSTAT (MS-275),2.0,0.0
DOXORUBICIN,EPINEPHRINE,1.0,0.0
DOXORUBICIN,EPTIFIBATIDE,1.0,0.0
DOXORUBICIN,ERLOTINIB,43.0,23.0
DOXORUBICIN,ETHAMBUTOL,0.0,1.0
DOXORUBICIN,ETHINYL ESTRADIOL,1.0,0.0
DOXORUBICIN,ETOMIDATE,1.0,0.0
DOXORUBICIN,EZETIMIBE,1.0,0.0
DOXORUBICIN,EZETIMIBE GLUCURONIDE,1.0,0.0
DOXORUBICIN,FCCP,0.0,1.0
DOXORUBICIN,FEBUXOSTAT,1.0,0.0
DOXORUBICIN,FELBAMATE,1.0,0.0
DOXORUBICIN,FENOPROFEN,1.0,0.0
DOXORUBICIN,FLUMAZENIL,1.0,0.0
DOXORUBICIN,FLUTAMIDE,1.0,0.0
DOXORUBICIN,FLUVOXAMINE,0.0,1.0
DOXORUBICIN,FOMEPIZOLE,0.0,1.0
DOXORUBICIN,FOSCARNET,1.0,0.0
DOXORUBICIN,FOSFOMYCIN,0.0,1.0
DOXORUBICIN,FURAZOLIDONE,1.0,0.0
DOXORUBICIN,GABAPENTIN,0.0,1.0
DOXORUBICIN,GALANTAMINE,1.0,0.0
DOXORUBICIN,GANCICLOVIR,1.0,0.0
DOXORUBICIN,GEFITINIB,1.0,0.0
DOXORUBICIN,GELDANAMYCIN,22.0,32.0
DOXORUBICIN,GUANADREL,1.0,0.0
DOXORUBICIN,GUANFACINE,0.0,1.0
DOXORUBICIN,HALOFANTRINE,0.0,1.0
DOXORUBICIN,HYDRALAZINE,1.0,0.0
DOXORUBICIN,HYDROXYCHLOROQUINE,1.0,0.0
DOXORUBICIN,HYDROXYFLUTAMIDE,1.0,0.0
DOXORUBICIN,HYDROXYMETRONIDAZOLE,1.0,0.0
DOXORUBICIN,IBRUTINIB (PCI-32765),1.0,0.0
DOXORUBICIN,IBUTILIDE,1.0,0.0
DOXORUBICIN,ILOPROST,1.0,0.0
DOXORUBICIN,IMATINIB,1.0,0.0
DOXORUBICIN,IMIPRAMINE,1.0,0.0
DOXORUBICIN,ISONIAZID,1.0,0.0
DOXORUBICIN,ISOSORBIDE DINITRATE,0.0,1.0
DOXORUBICIN,ITRACONAZOLE,1.0,0.0
DOXORUBICIN,IVERMECTIN,0.0,1.0
DOXORUBICIN,Ibiglustat,0.0,1.0
DOXORUBICIN,Irinotecan hydrochloride,1.0,0.0
DOXORUBICIN,KU-0060648,1.0,0.0
DOXORUBICIN,L778123,1.0,78.0
DOXORUBICIN,LACOSAMIDE,0.0,1.0
DOXORUBICIN,LAMOTRIGINE,1.0,0.0
DOXORUBICIN,LAPATINIB,48.0,22.0
DOXORUBICIN,LEFLUNOMIDE,1.0,0.0
DOXORUBICIN,LENALIDOMIDE,1.0,1.0
DOXORUBICIN,LEVAMISOLE,0.0,1.0
DOXORUBICIN,LEVETIRACETAM,1.0,0.0
DOXORUBICIN,LEVONORGESTREL,0.0,1.0
DOXORUBICIN,LIOTHYRONINE,0.0,1.0
DOXORUBICIN,LITHIUM CITRATE,1.0,0.0
DOXORUBICIN,LOPERAMIDE,1.0,0.0
DOXORUBICIN,LUBIPROSTONE,1.0,0.0
DOXORUBICIN,LUMEFANTRINE,1.0,0.0
DOXORUBICIN,LY2157299,0.0,1.0
DOXORUBICIN,MAPROTILINE,0.0,1.0
DOXORUBICIN,MARAVIROC,0.0,1.0
DOXORUBICIN,MARIZOMIB,1.0,0.0
DOXORUBICIN,MEBENDAZOLE,0.0,1.0
DOXORUBICIN,MEBUTAMATE,1.0,0.0
DOXORUBICIN,MECAMYLAMINE,1.0,0.0
DOXORUBICIN,MECLOFENAMIC ACID,1.0,0.0
DOXORUBICIN,MEFLOQUINE,0.0,1.0
DOXORUBICIN,MEMANTINE,1.0,0.0
DOXORUBICIN,MEPHENYTOIN,0.0,1.0
DOXORUBICIN,MERCAPTOPURINE,1.0,0.0
DOXORUBICIN,MESALAZINE,1.0,0.0
DOXORUBICIN,METAXALONE,0.0,1.0
DOXORUBICIN,METFORMIN,1.0,0.0
DOXORUBICIN,METHOTREXATE,1.0,1.0
DOXORUBICIN,METHYCLOTHIAZIDE,1.0,0.0
DOXORUBICIN,METHYLDOPA,1.0,0.0
DOXORUBICIN,METHYLERGONOVINE,1.0,0.0
DOXORUBICIN,METRONIDAZOLE,1.0,0.0
DOXORUBICIN,METYROSINE,0.0,1.0
DOXORUBICIN,MIGLITOL,1.0,0.0
DOXORUBICIN,MIGLUSTAT,1.0,0.0
DOXORUBICIN,MILCICLIB (PHA-848125),1.0,0.0
DOXORUBICIN,MILRINONE,1.0,0.0
DOXORUBICIN,MINOXIDIL,0.0,1.0
DOXORUBICIN,MINOXIDIL SULFATE,0.0,1.0
DOXORUBICIN,MITOMYCINE,0.0,1.0
DOXORUBICIN,MITOTANE,1.0,0.0
DOXORUBICIN,MITOXANTRONE,0.0,1.0
DOXORUBICIN,MK-2206,54.0,3.0
DOXORUBICIN,MK-4541,17.0,17.0
DOXORUBICIN,MK-4827,10.0,66.0
DOXORUBICIN,MK-5108,9.0,77.0
DOXORUBICIN,MK-8669,71.0,15.0
DOXORUBICIN,MK-8776,43.0,32.0
DOXORUBICIN,MRK-003,27.0,63.0
DOXORUBICIN,MYCOPHENOLIC ACID,0.0,1.0
DOXORUBICIN,NABILONE,0.0,1.0
DOXORUBICIN,NALTREXONE,1.0,0.0
DOXORUBICIN,NATEGLINIDE,1.0,0.0
DOXORUBICIN,NISOLDIPINE,1.0,0.0
DOXORUBICIN,NITAZOXANIDE,0.0,1.0
DOXORUBICIN,NITISINONE,1.0,0.0
DOXORUBICIN,NITROSOGLUTATHIONE,0.0,1.0
DOXORUBICIN,NIZATIDINE,0.0,1.0
DOXORUBICIN,NORCISAPRIDE,1.0,0.0
DOXORUBICIN,NOVOBIOCIN,0.0,1.0
DOXORUBICIN,Nintedanib,1.0,0.0
DOXORUBICIN,OLMESARTAN MEDOXOMIL,1.0,0.0
DOXORUBICIN,ORLISTAT,0.0,1.0
DOXORUBICIN,OSELTAMIVIR,1.0,0.0
DOXORUBICIN,OSELTAMIVIR ACID,0.0,1.0
DOXORUBICIN,OXYPHENBUTAZONE,1.0,0.0
DOXORUBICIN,OXYPHENONIUM BROMIDE,0.0,1.0
DOXORUBICIN,PALBOCICLIB,0.0,1.0
DOXORUBICIN,PALONOSETRON,1.0,0.0
DOXORUBICIN,PAMIDRONIC ACID,0.0,1.0
DOXORUBICIN,PANOBINOSTAT,4.0,0.0
DOXORUBICIN,PARGYLINE,1.0,0.0
DOXORUBICIN,PAROMOMYCIN,1.0,0.0
DOXORUBICIN,PAZOPANIB,1.0,0.0
DOXORUBICIN,PD325901,20.0,30.0
DOXORUBICIN,PENTAMIDINE,0.0,1.0
DOXORUBICIN,PENTOLINIUM TARTRATE,0.0,1.0
DOXORUBICIN,PENTOSTATIN,1.0,0.0
DOXORUBICIN,PHENPROCOUMON,0.0,1.0
DOXORUBICIN,PHENSUXIMIDE,0.0,1.0
DOXORUBICIN,PINACIDIL,1.0,0.0
DOXORUBICIN,PIPERAZINE HEXAHYDRATE,1.0,0.0
DOXORUBICIN,PLINABULIN,1.0,0.0
DOXORUBICIN,PRAMIPEXOLE,1.0,0.0
DOXORUBICIN,PRAZIQUANTEL,1.0,0.0
DOXORUBICIN,PRIMIDONE,1.0,0.0
DOXORUBICIN,PROBENECID,0.0,1.0
DOXORUBICIN,PROBUCOL,1.0,0.0
DOXORUBICIN,PROCARBAZINE,1.0,0.0
DOXORUBICIN,PROGUANIL,0.0,1.0
DOXORUBICIN,PROPYLTHIOURACIL,1.0,0.0
DOXORUBICIN,PYRAZINAMIDE,1.0,0.0
DOXORUBICIN,PYRAZINOIC ACID,0.0,1.0
DOXORUBICIN,PYRIDOSTIGMINE BROMIDE,1.0,0.0
DOXORUBICIN,QUININE,1.0,0.0
DOXORUBICIN,RALTEGRAVIR,1.0,0.0
DOXORUBICIN,RAMELTEON,0.0,1.0
DOXORUBICIN,RANOLAZINE,1.0,0.0
DOXORUBICIN,RIBAVIRIN 5\'-TRIPHOSPHATE,1.0,0.0
DOXORUBICIN,RIFABUTIN,0.0,1.0
DOXORUBICIN,RILUZOLE,1.0,0.0
DOXORUBICIN,RISPERIDONE,1.0,0.0
DOXORUBICIN,ROSIGLITAZONE,1.0,0.0
DOXORUBICIN,RUFINAMIDE,0.0,1.0
DOXORUBICIN,Ribociclib,0.0,1.0
DOXORUBICIN,SAXAGLIPTIN,0.0,1.0
DOXORUBICIN,SERTRALINE,1.0,0.0
DOXORUBICIN,SILDENAFIL,1.0,0.0
DOXORUBICIN,SITAGLIPTIN,1.0,0.0
DOXORUBICIN,SN-38,1.0,0.0
DOXORUBICIN,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,1.0,0.0
DOXORUBICIN,SORAFENIB,8.0,65.0
DOXORUBICIN,SPIRONOLACTONE,0.0,1.0
DOXORUBICIN,STANOZOLOL,0.0,1.0
DOXORUBICIN,SUCCINYLCHOLINE CHLORIDE,1.0,0.0
DOXORUBICIN,SULBACTAM,1.0,0.0
DOXORUBICIN,SULFAMETER,0.0,1.0
DOXORUBICIN,SUMATRIPTAN,0.0,1.0
DOXORUBICIN,SUNITINIB,9.0,60.0
DOXORUBICIN,TACRINE,1.0,0.0
DOXORUBICIN,TACROLIMUS,1.0,0.0
DOXORUBICIN,TAMOXIFEN,1.0,0.0
DOXORUBICIN,TEMOZOLOMIDE,9.0,39.0
DOXORUBICIN,TERAZOSIN,0.0,1.0
DOXORUBICIN,TESTOLACTONE,0.0,1.0
DOXORUBICIN,TESTOSTERONE,1.0,0.0
DOXORUBICIN,TETRABENAZINE,1.0,0.0
DOXORUBICIN,TETRACYCLINE,1.0,0.0
DOXORUBICIN,THALIDOMIDE,1.0,0.0
DOXORUBICIN,THEOPHYLLINE,1.0,0.0
DOXORUBICIN,THIABENDAZOLE,1.0,0.0
DOXORUBICIN,THIOTEPA,0.0,1.0
DOXORUBICIN,THZ1,0.0,1.0
DOXORUBICIN,TIAGABINE,0.0,1.0
DOXORUBICIN,TIC10,1.0,0.0
DOXORUBICIN,TIC10 isomer,1.0,0.0
DOXORUBICIN,TINIDAZOLE,1.0,0.0
DOXORUBICIN,TIZOXANIDE,1.0,0.0
DOXORUBICIN,TOLAZOLINE,0.0,1.0
DOXORUBICIN,TOLVAPTAN,1.0,0.0
DOXORUBICIN,TOPIRAMATE,1.0,0.0
DOXORUBICIN,TRAMETINIB (GSK1120212),0.0,1.0
DOXORUBICIN,TRANEXAMIC ACID,0.0,1.0
DOXORUBICIN,TRANYLCYPROMINE,0.0,1.0
DOXORUBICIN,TRAZODONE,1.0,0.0
DOXORUBICIN,TRIAMTERENE,1.0,0.0
DOXORUBICIN,TRIFLUOPERAZINE,1.0,0.0
DOXORUBICIN,TRIFLUPROMAZINE,1.0,0.0
DOXORUBICIN,TRIHEXYPHENIDYL,1.0,0.0
DOXORUBICIN,TRILOSTANE,1.0,0.0
DOXORUBICIN,TRIMETHOBENZAMIDE,1.0,0.0
DOXORUBICIN,TRIMETHOPRIM,0.0,1.0
DOXORUBICIN,TRIOXSALEN,1.0,0.0
DOXORUBICIN,TRIPTOLIDE (PG490),1.0,0.0
DOXORUBICIN,ULIPRISTAL ACETATE,1.0,0.0
DOXORUBICIN,UNC1215,0.0,1.0
DOXORUBICIN,VALPROIC ACID,0.0,1.0
DOXORUBICIN,VECURONIUM BROMIDE,1.0,0.0
DOXORUBICIN,VINBLASTINE,1.0,0.0
DOXORUBICIN,VINCRISTINE SULFATE,0.0,1.0
DOXORUBICIN,Vorasidenib,0.0,1.0
DOXORUBICIN,ZAFIRLUKAST,1.0,0.0
DOXORUBICIN,ZALCITABINE,0.0,1.0
DOXORUBICIN,ZALEPLON,1.0,0.0
DOXORUBICIN,ZALTOPROFEN,0.0,1.0
DOXORUBICIN,ZILEUTON,1.0,0.0
DOXORUBICIN,ZOLINZA,97.0,11.0
DOXORUBICIN,ZONISAMIDE,0.0,1.0
DOXORUBICIN,bafilomycin A1,1.0,0.0
DOXORUBICIN,beta-Narcotine,1.0,0.0
DOXORUBICIN,brefeldin A,1.0,0.0
DOXORUBICIN,eeyarestatin I,0.0,1.0
DOXORUBICIN (ADRIAMYCIN),TEMOZOLOMIDE,1.0,0.0
DOXORUBICIN HYDROCHLORIDE,ISODONOL,2.0,1.0
DOXORUBICIN HYDROCHLORIDE,MK-4827,6.0,0.0
DOXORUBICIN HYDROCHLORIDE,MK-5108,6.0,0.0
DOXORUBICIN HYDROCHLORIDE,OLAPARIB,4.0,1.0
DOXORUBICIN HYDROCHLORIDE,RUXOLITINIB,3.0,2.0
DOXYLAMINE SUCCINATE,TEMOZOLOMIDE,1.0,0.0
DRONEDARONE,EFAVIRENZ,0.0,1.0
DRONEDARONE,EFLORNITHINE,0.0,1.0
DRONEDARONE,ELTROMBOPAG,1.0,0.0
DRONEDARONE,ENALAPRILAT,0.0,1.0
DRONEDARONE,ENDOXIFEN,1.0,0.0
DRONEDARONE,ENOXACIN,0.0,1.0
DRONEDARONE,ENTACAPONE,0.0,1.0
DRONEDARONE,EPINEPHRINE,0.0,1.0
DRONEDARONE,EPTIFIBATIDE,0.0,1.0
DRONEDARONE,ETOMIDATE,0.0,1.0
DRONEDARONE,EZETIMIBE,1.0,0.0
DRONEDARONE,EZETIMIBE GLUCURONIDE,0.0,1.0
DRONEDARONE,FENOPROFEN,0.0,1.0
DRONEDARONE,FLUMAZENIL,1.0,0.0
DRONEDARONE,FLUVOXAMINE,0.0,1.0
DRONEDARONE,FOMEPIZOLE,0.0,1.0
DRONEDARONE,FURAZOLIDONE,0.0,1.0
DRONEDARONE,GABAPENTIN,0.0,1.0
DRONEDARONE,GALANTAMINE,0.0,1.0
DRONEDARONE,GANCICLOVIR,1.0,0.0
DRONEDARONE,GEFITINIB,0.0,1.0
DRONEDARONE,GUANADREL,1.0,0.0
DRONEDARONE,GUANFACINE,0.0,1.0
DRONEDARONE,HALOFANTRINE,1.0,0.0
DRONEDARONE,HYDROXYCHLOROQUINE,0.0,1.0
DRONEDARONE,HYDROXYFLUTAMIDE,0.0,1.0
DRONEDARONE,HYDROXYMETRONIDAZOLE,1.0,0.0
DRONEDARONE,HYDROXYUREA,1.0,0.0
DRONEDARONE,IBUTILIDE,0.0,1.0
DRONEDARONE,ILOPROST,0.0,1.0
DRONEDARONE,IMATINIB,1.0,0.0
DRONEDARONE,IRINOTECAN,0.0,1.0
DRONEDARONE,ISONIAZID,0.0,1.0
DRONEDARONE,ISOPROTERENOL,0.0,1.0
DRONEDARONE,ISOSORBIDE DINITRATE,0.0,1.0
DRONEDARONE,ITRACONAZOLE,0.0,1.0
DRONEDARONE,IVERMECTIN,0.0,1.0
DRONEDARONE,LACOSAMIDE,0.0,1.0
DRONEDARONE,LAMOTRIGINE,0.0,1.0
DRONEDARONE,LANSOPRAZOLE,0.0,1.0
DRONEDARONE,LEFLUNOMIDE,0.0,1.0
DRONEDARONE,LEVAMISOLE,0.0,1.0
DRONEDARONE,LEVETIRACETAM,0.0,1.0
DRONEDARONE,LEVONORGESTREL,0.0,1.0
DRONEDARONE,LIOTHYRONINE,0.0,1.0
DRONEDARONE,LITHIUM CITRATE,0.0,1.0
DRONEDARONE,LUBIPROSTONE,0.0,1.0
DRONEDARONE,LUMEFANTRINE,1.0,0.0
DRONEDARONE,MAPROTILINE,0.0,1.0
DRONEDARONE,MARAVIROC,0.0,1.0
DRONEDARONE,MEBENDAZOLE,0.0,1.0
DRONEDARONE,MECLOFENAMIC ACID,1.0,0.0
DRONEDARONE,MEPHENYTOIN,0.0,1.0
DRONEDARONE,MERCAPTOPURINE,0.0,1.0
DRONEDARONE,MESALAZINE,0.0,1.0
DRONEDARONE,METFORMIN,0.0,1.0
DRONEDARONE,METHOTREXATE,0.0,1.0
DRONEDARONE,METHYCLOTHIAZIDE,0.0,1.0
DRONEDARONE,METHYLDOPA,0.0,1.0
DRONEDARONE,METHYLERGONOVINE,0.0,1.0
DRONEDARONE,METRONIDAZOLE,0.0,1.0
DRONEDARONE,METYROSINE,0.0,1.0
DRONEDARONE,MIGLITOL,0.0,1.0
DRONEDARONE,MIGLUSTAT,0.0,1.0
DRONEDARONE,MINOXIDIL,0.0,1.0
DRONEDARONE,MINOXIDIL SULFATE,0.0,1.0
DRONEDARONE,MITOTANE,1.0,0.0
DRONEDARONE,MITOXANTRONE,0.0,1.0
DRONEDARONE,MYCOPHENOLIC ACID,0.0,1.0
DRONEDARONE,NABILONE,0.0,1.0
DRONEDARONE,NALTREXONE,0.0,1.0
DRONEDARONE,NATEGLINIDE,0.0,1.0
DRONEDARONE,NICLOSAMIDE,0.0,1.0
DRONEDARONE,NISOLDIPINE,1.0,0.0
DRONEDARONE,NITAZOXANIDE,1.0,0.0
DRONEDARONE,NITISINONE,0.0,1.0
DRONEDARONE,NITROSOGLUTATHIONE,0.0,1.0
DRONEDARONE,NIZATIDINE,0.0,1.0
DRONEDARONE,NOVOBIOCIN,0.0,1.0
DRONEDARONE,OLMESARTAN,0.0,1.0
DRONEDARONE,OLMESARTAN MEDOXOMIL,0.0,1.0
DRONEDARONE,ORLISTAT,0.0,1.0
DRONEDARONE,OSELTAMIVIR,0.0,1.0
DRONEDARONE,OXYPHENONIUM BROMIDE,1.0,0.0
DRONEDARONE,PALONOSETRON,1.0,0.0
DRONEDARONE,PAMIDRONIC ACID,0.0,1.0
DRONEDARONE,PARGYLINE,0.0,1.0
DRONEDARONE,PAZOPANIB,1.0,0.0
DRONEDARONE,PENTAMIDINE,1.0,0.0
DRONEDARONE,PENTOLINIUM TARTRATE,0.0,1.0
DRONEDARONE,PENTOSTATIN,0.0,1.0
DRONEDARONE,PHENPROCOUMON,1.0,0.0
DRONEDARONE,PHENSUXIMIDE,0.0,1.0
DRONEDARONE,PINACIDIL,0.0,1.0
DRONEDARONE,PIPERAZINE HEXAHYDRATE,0.0,1.0
DRONEDARONE,PRAMIPEXOLE,0.0,1.0
DRONEDARONE,PRAZIQUANTEL,0.0,1.0
DRONEDARONE,PREDNISOLONE,1.0,0.0
DRONEDARONE,PRIMIDONE,0.0,1.0
DRONEDARONE,PROBUCOL,0.0,1.0
DRONEDARONE,PROCARBAZINE,0.0,1.0
DRONEDARONE,PROGUANIL,1.0,0.0
DRONEDARONE,PROPYLTHIOURACIL,0.0,1.0
DRONEDARONE,PYRAZINAMIDE,0.0,1.0
DRONEDARONE,PYRIDOSTIGMINE BROMIDE,0.0,1.0
DRONEDARONE,PYRVINIUM CHLORIDE DIHYDRATE,1.0,0.0
DRONEDARONE,QUININE,0.0,1.0
DRONEDARONE,RALTEGRAVIR,0.0,1.0
DRONEDARONE,RAMELTEON,0.0,1.0
DRONEDARONE,RIBAVIRIN,0.0,1.0
DRONEDARONE,RIBAVIRIN 5\'-TRIPHOSPHATE,1.0,0.0
DRONEDARONE,RIFABUTIN,0.0,1.0
DRONEDARONE,RILUZOLE,0.0,1.0
DRONEDARONE,RISPERIDONE,1.0,0.0
DRONEDARONE,ROSIGLITAZONE,0.0,1.0
DRONEDARONE,RUFINAMIDE,0.0,1.0
DRONEDARONE,SAXAGLIPTIN,1.0,0.0
DRONEDARONE,SERTRALINE,0.0,1.0
DRONEDARONE,SILDENAFIL,0.0,1.0
DRONEDARONE,SN-38,0.0,1.0
DRONEDARONE,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,1.0,0.0
DRONEDARONE,SORAFENIB,0.0,1.0
DRONEDARONE,STANOZOLOL,0.0,1.0
DRONEDARONE,SUCCINYLCHOLINE CHLORIDE,1.0,0.0
DRONEDARONE,SULBACTAM,0.0,1.0
DRONEDARONE,SULFAMETER,0.0,1.0
DRONEDARONE,SUMATRIPTAN,0.0,1.0
DRONEDARONE,SUNITINIB,0.0,1.0
DRONEDARONE,TACRINE,0.0,1.0
DRONEDARONE,TACROLIMUS,0.0,1.0
